filename,style,color_palette,materials,lighting,mood,objects,layout,summary,style_group,mood_group,lighting_group,room_type,is_bedroom
coastal_235.jpg,Modern Minimalist,"white, beige, light wood, blue","wood, fabric, metal",natural soft light from large windows,calm and airy,"bed, bookshelf, swing, chair, basket",open space with central seating area and surrounding furniture,"A modern, minimalist bedroom featuring a white crib, swing, bookshelf, and wicker basket. The room is illuminated by soft natural light.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_241.jpg,Modern Minimalist,"light gray, white, natural wood","natural wood, linen, glass",ambient light with accent from floor lamp and wall sconces,calm and serene,"queen-size bed with linens in a neutral color, white armchair, wooden coffee table, woven basket weave headboard, wall art or wallpaper with subtle design, floor lamp for ambient lighting, plant for a touch of greenery","bedroom layout that is spacious and open, with the bed as the focal point.","This modern minimalist bedroom features a calming color palette, natural materials, and a serene atmosphere.",Minimalist,Calm/Serene,Ambient/Soft,Bedroom,TRUE
coastal_249.jpg,Industrial Loft,"black, white, wood","metal, fabric, leather",Natural soft light from large windows and floor lamps.,Industrial chic with a touch of bohemian flair.,"black metal bed frame, white fur throw blanket, plant on top of the headboard, floor lamp, wooden bench",Open space layout with central seating area and plants on either side of the room. The bed is placed in a corner for an efficient use of space.,"This modern loft-style bedroom features metal furniture, natural lighting, and bohemian decor.",Industrial,Other,Natural (Window),Bedroom,TRUE
coastal_25.jpg,Modern Minimalist,"white, grey, wood accents","oak wood flooring, linen upholstery, leather, glass",ambient and task lighting with a mix of natural and artificial sources,calm and serene,"king size bed, sectional sofa, mid-century modern armchair, modern floor lamp, abstract artwork",open plan with separate sleeping and living areas,"This modern minimalist bedroom and living room blend seamlessly, creating a harmonious open layout. The neutral color palette and simple furnishings contribute to the serene atmosphere.",Minimalist,Calm/Serene,Natural,Bedroom,TRUE
coastal_250.jpg,Modern Minimalist,"light gray, white, natural wood","wood, linen, brass","Natural soft light from large windows, with additional floor lamps for ambient light",Calm and serene,"sofa, coffee table, floor lamp, large mirror, plant","Open space with central seating area in front of large windows, flanked by two beds on either side against the walls.","The room is a modern, minimalist design with natural tones and materials. The open layout features a comfortable central seating area in front of large windows, flanked by two beds on either side for a sense of symmetry and balance.",Minimalist,Calm/Serene,Natural (Window),Living Room,TRUE
coastal_256.jpg,Modern,"white, gray, blue","wood, fabric, metal",Natural light from large windows.,Calm and airy.,"bed, couch, chair, coffee table, plant",Open space with central seating area.,"This modern bedroom features a king-sized bed, a comfortable couch and chair for seating, a coffee table as a central gathering place, and a plant that adds a touch of nature to the room.",Modern,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_26.jpg,Modern Minimalist,"white, gray, blue","linen, velvet, cashmere",natural soft light from large windows and chandelier,calm and airy,"king-size bed, tufted ottoman, chandelier, large window",open space with central seating area,"This is a modern minimalist room with white, gray, and blue color tones. The materials include linen, velvet, and cashmere, which give the space a luxurious feel. Natural light from large windows floods into the room, creating a calm atmosphere. Key pieces in the space are a king-size bed with a tufted ottoman at its foot, a statement chandelier, and a large window for views of the outdoors.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_263.jpg,Scandinavian,"light blue, white, gold","silk, wool, wood","soft, natural light from windows",calm and serene,"couch, coffee table, plant, floor lamp, pillows",modern open floor plan with central seating area,"Scandinavian-style living room featuring soft lighting, warm gold accents, and a calming atmosphere.",Scandinavian,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_265.jpg,Scandinavian,"white, light grey, wood","wood, linen, glass, silk","The room has a soft, natural light from the large window.",calm and serene,"bed, bedside table with lamp, wooden bench at foot of bed, woven basket on wooden bench, framed art above the bed","The room has a simple and clean layout, with a central bed as the focal point.",This Scandinavian-style bedroom features minimalistic design elements and a serene atmosphere through its use of natural materials and light colors.,Scandinavian,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_267.jpg,Modern Minimalist,"white, light wood","oak wood, carrara marble",soft natural light with a large window and recessed lighting,calm and luxurious,"freestanding bathtub, white vanity, blue accent pillow, sconces",a long hallway leading to a bathroom with his-and-her sinks and a large tub,"This modern bathroom features minimalist design, warm wood tones, and soft lighting for a serene and luxurious feel.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_274.jpg,Modern Minimalist,"gray, white, beige","fabric upholstery, wooden slats for the ceiling","recessed lighting with a warm, soft glow",calm and cozy,"gray sofa, white throw pillows, beige blanket draped over the armrests, white shag area rug, wooden coffee table",open space with a central seating arrangement under the wooden slat ceiling,"This living room is a modern, minimalist space that combines neutral colors with natural materials to create a calm and cozy atmosphere.",Minimalist,Calm/Serene,Recessed,Bedroom,TRUE
coastal_290.jpg,Minimalist,"gray, white, orange","wood, fabric",moderate natural light from windows and ceiling fan,calm and serene,"bed, bookshelves, pillows, side table, lamp",split-level design with upper level dedicated to sleeping area and lower level dedicated to reading and relaxation,"This is a serene bedroom featuring minimalist design, wood materials, white accents, and orange details. The room is illuminated by natural light filtering through windows and the ceiling fan. The space has been designed for comfort and functionality with a split-level layout that separates sleeping from relaxation areas.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_299.jpg,Modern,"red, yellow, blue","wood, clay, metal",bright and natural,vibrant and cheerful,"flower vase, painting, plant, decorative pillow","simple, minimalist arrangement with focus on vivid colors","This interior design exudes a modern, color-filled space that is both visually striking and inviting.",Modern,Energetic/Vibrant,Natural,Bedroom,TRUE
coastal_300.jpg,Modern,"gray, white, blue","wood, linen, glass",modern chandelier and ambient lighting,sophisticated and relaxing,"bed, sofa, coffee table, wall art",open layout with bed as centerpiece,"This is a modern, open-concept bedroom with a gray palette featuring wood, linen, and glass materials. The room is illuminated by a chandelier providing ambient lighting that complements the sophisticated atmosphere.",Modern,Modern/Sophisticated,Pendant/Chandelier,Bedroom,TRUE
coastal_314.jpg,Scandinavian,"white, wood, green","wood, linen, metal",natural soft light from large windows,calm and airy,"sofa, storage bench, wicker basket, bed, wooden dresser",open space with central seating area,"This is a clean, simple bedroom design that feels open and inviting. The room features a storage bench at the foot of the bed, providing functionality without cluttering the space. The large window allows for plenty of natural light to fill the room, while the neutral color palette creates a calm atmosphere.",Scandinavian,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_315.jpg,Modern Minimalist,"white, beige, blue","wood, linen, glass",bright and natural light from large windows,calm and serene,"king-size bed, bed bench, coffee table, floor lamp, area rug","open space with central seating area, featuring a king-size bed flanked by nightstands","This minimalist modern bedroom design creates a calm and serene atmosphere using natural light from large windows, a neutral color palette of white, beige, and blue, and sleek wood and glass materials.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_317.jpg,Modern Minimalist,"white, gray, blue","wood, metal, fabric","bright and natural, from large windows overlooking water",airy and calm,"couch, coffee table, nightstand, artwork, plants",open floor plan with central seating area near a large window with view of water,"This modern bedroom features a minimalist design, with gray and blue tones complementing the wood and metal materials. The layout is open, focusing on natural light from large windows that overlook water, creating a calm and airy mood.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_318.jpg,Modern Minimalist,"white, blue, red, gray","wood, linen, metal, leather",natural light filtering through large windows and a soft glow from lamps,bright and energetic,"two beds, nightstands, lamps, poster","two beds placed side by side against the wall, nightstands on either side with a single lamp on each",A well-lit and spacious bedroom featuring two beds in a modern minimalist style.,Minimalist,Bright/Airy,Natural (Window),Bedroom,TRUE
coastal_34.jpg,Scandinavian,"white, grey, natural wood","wood planks on ceiling and walls, metal piping, glass tiles","soft, natural light from large windows",bright and airy,"sofa with white throw pillows, wood coffee table, floor lamp, plants",open space with central seating area and kitchen bar,"This modern Scandinavian living room combines a neutral color palette with natural wood accents to create a bright, airy space with an open layout. The furniture arrangement centers around the sofa for conversation, while the wood coffee table and floor lamp provide functional elements that add warmth. Large windows allow for abundant natural light, enhancing the room's spacious feel.",Scandinavian,Bright/Airy,Natural (Window),Bedroom,TRUE
coastal_347.jpg,Scandinavian,"white, beige, light wood","wood, fabric",bright and natural light from skylights,"clean, modern, and bright","bench, pillow, hat, purse, boots",narrow hallway with a bench and mirror at the end,"A simple and minimalist Scandinavian-style entryway featuring a wooden bench, woven purse and hat hanging on hooks, bright lighting from skylights, and a mirror at the end of the hall.",Scandinavian,Modern/Sophisticated,Natural,Bedroom,TRUE
coastal_357.jpg,Modern Minimalist,"navy blue, cream, wood tones","dark wood, white linen, silk-like textiles",warm glow from hanging lanterns and recessed lighting,chic and inviting,"wood dining table with candles, large area rug, lounge chair, decorative pillows",open space with a central lounge seating area near floor-to-ceiling windows overlooking ocean view,"This modern minimalist oceanfront living room combines a chic and inviting atmosphere with warm lighting from hanging lanterns and recessed lights, while the navy blue walls and wood tones add elegance to the space. The open layout with large windows brings in natural light during daytime hours, while the central lounge seating area near the rug offers a cozy spot for relaxation at night.",Minimalist,Warm/Cozy,Recessed,Bedroom,TRUE
coastal_359.jpg,Modern Minimalist,"white, beige, light wood, green accent","oak wood, linen, concrete, steel",natural soft light from large windows,calm and airy,"bed, sofa, coffee table, plant, floor lamp",open space with central seating area,"This room features a modern minimalist design with an emphasis on natural light, neutral colors, and simple furnishings. The bed is the focal point, centered in the open space and surrounded by linen upholstered walls and oak wood flooring. A sofa is positioned opposite the bed for conversation or relaxation, while a coffee table provides a surface for a plant, books, or drinks. A floor lamp adds warmth and ambiance to the room.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_373.jpg,Modern Minimalist,"white, navy blue, silver","linen, wood, glass","soft, warm glow from recessed lighting and bedside lamps","elegant, luxurious, serene","king size bed with tufted headboard, matching side tables, framed artwork, floor length curtains",centered arrangement featuring a king-size bed and two side tables flanking the bed,"This modern, minimalist bedroom is centered around a luxurious king-size bed with tufted headboard. The color palette includes white, navy blue, and silver, complemented by linen, wood, and glass materials. Recessed lighting provides a soft, warm glow, while bedside lamps add ambient light. Framed artwork adds personality to the space, and floor length curtains offer privacy. The layout is centered around the bed with two side tables flanking it.",Minimalist,Calm/Serene,Recessed,Bedroom,TRUE
coastal_377.jpg,Modern Minimalist,"white, beige, light wood","wood, linen, leather","soft, warm, and diffused natural light from large windows",calm and peaceful,"bed, nightstand, end table, chair, coffee table, bookshelf",open-concept with a central seating area around the bed,"A modern, minimalist bedroom featuring a monochromatic color scheme with natural light from large windows.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_379.jpg,Scandinavian,"white, light gray, beige","linen, wool, wood",natural soft light from large windows,warm and cozy,"bed, nightstand, sofa, lamp, plant",open space with central seating area,"A spacious bedroom with a Scandinavian design style featuring light gray and white linens, wooden furnishings, and natural light from large windows that create a warm and cozy atmosphere.",Scandinavian,Warm/Cozy,Natural (Window),Bedroom,TRUE
coastal_380.jpg,Modern Minimalist,"white, blue, orange","wood, linen, steel",natural soft light from large windows and floor lamps,calm and airy,"bed with pillows, dresser with mirror, plant on a table, framed picture on the wall",a bedroom layout with a central sleeping area flanked by storage and decorative items,"This modern minimalist bedroom features a clean, simple design with natural lighting that creates a calm and airy atmosphere.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_385.jpg,Modern Minimalist,"white, light gray, navy","wool carpeting, linen drapes, wood paneling",well-lit space with natural light from large windows and ceiling lights,calm and airy,"bed, two nightstands, floor lamp, sofa, coffee table",open space with central seating area,"This modern bedroom features a minimalist design with monochromatic color palette, creating an airy and serene atmosphere. The room is well-lit, with natural light coming through the large windows and supplementary ceiling lights. A comfortable bed serves as the focal point of the space, which is furnished with two nightstands and a cozy sofa for relaxation. The wood paneling adds warmth to the otherwise cool color scheme, while the wool carpeting provides softness underfoot.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_397.jpg,Modern Minimalist,"white, gray, beige","wool, linen, cork",bright and natural light from windows,calm and serene,"two beds, nightstand with lamp, wicker basket",two beds placed side by side with a nightstand between them,"This is a modern, minimalist bedroom with two beds that share a serene and calm atmosphere.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_405.jpg,Modern Minimalist,"white, beige, light wood","wood, fabric, leather",natural soft light from large windows,calm and airy,"bed, sofa, coffee table, plant, floor lamp",open space with central seating area,"This is a modern bedroom with a minimalist design, featuring a neutral color palette and natural lighting. The room includes a comfortable bed, a cozy sofa, a stylish coffee table, and decorative elements like a plant and floor lamp.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_407.jpg,Modern Minimalist,"white, gray, blue","linen, wood, leather",bright and airy,calm and peaceful,"bed, nightstands, lamps, artwork",open space with white walls and minimal decorations,"This is a modern bedroom that utilizes a neutral color palette to create a serene atmosphere. The room features a large bed with gray pillows, flanked by two nightstands holding lamps. White walls accentuate the simplicity of the space, while minimal decorations like artwork add character without overwhelming the room.",Minimalist,Calm/Serene,Bright,Bedroom,TRUE
coastal_409.jpg,Scandinavian,"white, light blue, natural wood","linen, wood, wicker","soft, natural light from a large window",calm and airy,"white twin beds, light-colored dresser, green potted plant, small stool with white cushion, white lamp on a black pole","two separate beds facing each other, flanking a central area with a stool and table.","This bedroom has a clean, bright Scandinavian style. The color palette is light and airy, with natural materials such as wood and linen. The room features two white twin beds that are neatly made up. Between the beds sits a light-colored dresser with drawers for storage. On one side of the room there's a small stool with a cushion and a white lamp on a black pole, providing soft lighting in the evenings. A green potted plant adds a touch of nature to the space.",Scandinavian,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_41.jpg,Scandinavian,"light gray, white, gray","wood, linen, glass",natural soft light from large windows,calm and serene,"bed, dresser, window seat, side table",open space with central seating area,"This room is designed in a Scandinavian style, featuring a neutral color palette of white and light gray walls, wood floors, and linen drapes. The bed is the focal point, positioned near large windows that let in soft natural light. A side table holds lamps for additional lighting at night. The layout centers around the seating area in front of the window seat, creating a cozy and inviting atmosphere.",Scandinavian,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_419.jpg,Modern Minimalist,"white, gray, navy blue","velvet upholstery, linen draperies, wood paneling",subdued overhead light with additional table lamps,sophisticated and quiet,"king-size bed, two couches, coffee table, floor lamp",L-shaped seating arrangement around central fireplace,"This bedroom combines modern design elements with a minimalist approach, featuring soft velvet upholstery in neutral tones of white and gray. Wood paneling adds warmth to the space, while linen draperies contribute texture and depth. The room is well-lit by subdued overhead lighting, complemented by additional table lamps. A king-size bed sits at one end of an L-shaped arrangement of furniture around a central fireplace, creating a cozy and intimate atmosphere.",Minimalist,Modern/Sophisticated,Floor/Table Lamp,Bedroom,TRUE
coastal_420.jpg,Scandinavian,"white, grey, natural tones","linen, wood, wool",bright and airy from large windows,calm and serene,"bed, sofa, armchair, plant, area rug",open space with a bedroom area near windows,"A neat, airy bedroom in a Scandinavian style featuring neutral tones and natural materials.",Scandinavian,Calm/Serene,Bright,Bedroom,TRUE
coastal_427.jpg,Modern Minimalist,"white, gray, wood","oak wood, linen, steel",natural soft light from large windows,calm and airy,"king size bed, sofa, coffee table, floor lamp, plant","open space with central seating area, featuring a king size bed with wooden headboard flanked by two nightstands.",Unknown,Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_44.jpg,Scandinavian,"white, light blue, navy","wood paneling on walls and ceiling, linen bedding and throw pillows",natural soft light from large windows,calm and airy,"beds, nightstands with lamps, chairs, large framed artwork on wall",open space with central seating area near bed,"A serene Scandinavian-inspired bedroom, featuring a large bed with linen and throw pillows, flanked by nightstands with lamps. The room is well lit with natural light coming from the windows, creating a calm and airy atmosphere.",Scandinavian,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_444.jpg,Modern Minimalist,"white, beige, gray","wood, linen, glass",natural soft light from large windows,calm and airy,"sofa, coffee table, plant, floor lamp, bed, chairs",open space with central seating area,"This modern minimalist bedroom combines neutral colors, natural materials, and soft lighting to create a calm and airy atmosphere. The large windows allow for ample natural light, enhancing the spacious feel of the room. The layout centers around the sofa, which is positioned in front of the windows, providing an excellent vantage point for enjoying the view outside. A coffee table sits nearby, and a plant adds a touch of greenery to the space. The bed and chairs are arranged in a way that invites conversation and relaxation.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_477.jpg,Modern,"white, beige, light wood","oak wood, linen, concrete",natural soft light from large windows and chandelier above table,cozy and inviting,"white sofa with decorative pillows, large area rug under table, framed art on walls, crystal chandelier hanging over table","open concept with large dining table in center of room, flanked by two white chairs, leading into adjacent living and sitting areas","This modern dining space features a soft color palette, hardwood flooring, and a cozy atmosphere.",Modern,Warm/Cozy,Natural (Window),Bedroom,TRUE
coastal_478.jpg,Modern Minimalist,"white, black, grey","metal, fabric, wood",bright and even overhead lights,calm and orderly,"beds, shelves, lockers, trash cans",linear rows of beds with shared lockers,"Modern minimalist design in a dormitory style layout. The use of white and black for the color palette, metal for the materials, and overhead lights for the lighting creates a clean and orderly environment.",Minimalist,Calm/Serene,Bright,Other,TRUE
coastal_483.jpg,Scandinavian,"gray, white, black","wood, linen, leather",The room is lit by natural light coming through a large round window that offers a view of the ocean.,calm and serene,"two beds, a sofa with two chairs, a wooden side table, a floor lamp, a small rug, indoor plants","The room features a large round window at one end, framing a panoramic view of the ocean. A curved bench is positioned under the window, and beyond it, there's a seating area with two chairs and a sofa facing out to the water.","This Scandinavian-style bedroom offers a calm and serene atmosphere with its gray color palette, natural lighting, and views of the ocean. The room is furnished with two beds, a curved bench under a large round window, a sofa with two chairs, a side table, a floor lamp, and indoor plants.",Scandinavian,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_485.jpg,Maritime,"blue, white, wood","metal, fabric, glass","bright and airy, natural light from many windows",nautical and playful,"boat bed frame, wooden ladder, marine-themed bedding, ship model",cozy and personalized room layout,"This maritime-themed room is designed with a nautical boat bed as the centerpiece, complemented by wooden ladder and marine decor. The color palette includes blue, white, and wood tones, creating a seaside atmosphere.",Other,Other,Natural (Window),Bedroom,TRUE
coastal_486.jpg,Modern Minimalist,"white, navy blue, soft pink","wood, fabric, metal",natural soft light from large windows and ceiling lights,calm and airy,"large dining table, mid-century modern chairs, blue sofa with patterned throw pillows, vintage floor lamp, framed artwork on walls",open space design with central seating area and ample natural light,"This modern minimalist living room features a mix of contemporary furniture, soft pastel colors, and natural lighting to create a calm and airy atmosphere.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_487.jpg,Modern Minimalist,"white, beige, light wood","cotton, linen, glass",natural soft light from large windows,calm and airy,"sofa, coffee table, plant, floor lamp, rugs",open space with central seating area,"This is a well-lit, modern bedroom with a simple color palette and minimalist design. The room features a large window allowing natural light to fill the space, creating an airy atmosphere. There are several decorative elements such as plants, rugs, and lamps that add warmth without cluttering the space.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_488.jpg,Scandinavian,"white, beige, light wood","oak wood, linen, wicker",natural soft light from large windows,calm and airy,"bed, sofa, coffee table, plant, rugs",open space with central seating area,"This is a Scandinavian-style bedroom featuring white walls, beige and light wood tones, oak wood floors, linen textiles, wicker headboard, natural lighting, and a calm atmosphere.",Scandinavian,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_49.jpg,Scandinavian,"white, blue, gray","wood, linen, metal",bright and airy with natural light,calm and serene,"beds, bookshelves, pillows, books, plant",spacious room with two beds separated by bookshelves,"A tranquil bedroom with a Scandinavian design theme, featuring white walls, blue accents, wooden furniture, and ample natural light.",Scandinavian,Calm/Serene,Natural,Bedroom,TRUE
coastal_493.jpg,Modern Minimalist,"grey, white, tan","linen, wood, glass",soft and warm from recessed lighting and floor lamp,calm and soothing,"king-size bed with white linens, white chaise lounge, black and white print wall art, beige throw blanket on couch",traditional master bedroom layout with separate seating area,"The interior design of this space is a modern minimalist take on a classic master bedroom, featuring neutral colors, luxurious linens and a comfortable seating area for relaxation.",Minimalist,Calm/Serene,Recessed,Bedroom,TRUE
coastal_504.jpg,Modern Minimalist,"white, beige, light wood","oak wood, linen, concrete",natural soft light from large windows,calm and airy,"bed, nightstand, seating area with rugs, lamp, bookshelf",spacious open living area,"This minimalist bedroom features a white oak wood headboard, beige linens, and light wood furniture. The natural light from large windows creates a calming atmosphere. A seating area with rugs adds a cozy touch to the space.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_508.jpg,Scandinavian,"white, blue, beige","wooden floor, linen upholstery, wood paneling on wall",bright and natural light from large windows overlooking water,calm and serene,"white sofa with pillows, large wooden coffee table, blue vase on table, plant in corner, abstract art",open space layout with central seating area near water view,"This living room is styled in a Scandinavian manner, featuring a bright and airy atmosphere with natural light from large windows. Materials include wooden elements and linen upholstery, creating a cozy yet contemporary feel. The color palette consists of white, blue, and beige tones to maintain the room's calm and serene mood. Furniture includes a comfortable white sofa with cushions, a coffee table for functional use, decorative elements like art and a plant, which adds life to space. Overall, the living room is designed for relaxation and enjoying the water view.",Scandinavian,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_515.jpg,Modern,"navy blue, white, copper","wood, linen, leather, metal","soft and natural light, accentuated by strategic window placement",calm and sophisticated,"bed with wooden headboard, two-tone wool blanket, coffee table, floor lamp, woven throw rug","organized and symmetrical, with a bed at the center flanked by side tables","This modern bedroom features a dark color palette and natural materials, creating a serene and stylish retreat.",Modern,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_517.jpg,Scandinavian,"white, blue, wood","wood, linen, wicker",natural soft light from large windows,calm and airy,"bed, nightstand, side table, framed artwork, rug",open space with central seating area underneath a green wall,"A Scandinavian-style bedroom with a large bed placed in the center of an open space, flanked by wooden nightstands and framed artwork on the walls. The room features white linens, blue accents, a wicker side table, and rugs that add warmth to the bright and airy atmosphere.",Scandinavian,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_518.jpg,Modern,"white, gray, black","fabric upholstery, wood paneling, metal frame","large windows allowing natural light, with supplemental overhead and table lamps",clean and serene,"king size bed, bedside tables, framed artwork, area rug",open floor plan with separate seating area and sleeping quarters,"This is a modern hotel room featuring a king-size bed, large windows for natural light, and a clean, serene atmosphere.",Modern,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_530.jpg,Modern Minimalist,"white, gray, black","wood, fabric, metal",natural light from windows and ceiling lights,calm and serene,"bed, nightstand, lamp, headboard",two beds next to each other with nightstands in between,"The room has a modern minimalist design, featuring two gray upholstered beds against a white wall. The color palette is neutral, consisting of white, gray and black tones. Materials used include wood for the bed frames and headboards, fabric for the bedding and curtains, and metal for lamp bases. Lighting in the room comes from ceiling lights and natural light entering through windows. A calm and serene mood is achieved through the use of soft colors and minimal decor.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_539.jpg,Scandinavian,"white, gray, green","wood, wicker, linen",natural soft light from large windows and ceiling fan lights,calm and serene,"queen size bed with white comforter, wooden nightstands, wooden chair and ottoman, potted plant on table, white area rug",open space with central seating area under large windows,"This is a cozy, modern-style living room featuring a bedroom suite at one end, comfortable seating around the fireplace, and plenty of natural light.",Scandinavian,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_554.jpg,Modern Minimalist,"white, beige, light wood","oak wood, linen, steel",natural soft light from large windows,calm and airy,"bed, nightstand, drawer unit, chair",open space with central seating area,"The bedroom features a minimalist design with a light color palette, oak wood accents, and steel frame headboard. Large windows allow for natural light to flood the room, creating an airy atmosphere. The nightstands are made of light wood, complementing the oak wood in the drawer unit. The bed is surrounded by ample seating area with a chair nearby.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_566.jpg,Modern Minimalist,"white, beige, light wood","linen, wood, metal",natural soft light from large windows and ceiling light,calm and airy,"king-size bed, potted plant, large round mirror, floor lamp, black armchair",open space with central seating area,"This is a modern minimalist bedroom. The color palette consists of whites, beiges, and light wood tones. Materials used in the space are linen for the beds, wood for the walls, and metal for the ceiling fixture. The room has large windows that let in soft natural light and black armchair near the center creating a cozy seating area. A potted plant adds life to the space while the floor lamp provides additional lighting.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_573.jpg,Modern,"white, wood tones, navy","wool rugs, leather upholstery, wood paneling",natural light from large windows and overhead lighting,warm and inviting,"sofa, coffee table, fireside chair, area rug, decorative pillows",open concept with fireplace as central focal point,"This modern living space features a cozy atmosphere with warm wood tones, plush seating options and natural light that enhances the inviting ambiance.",Modern,Warm/Cozy,Natural (Window),Bedroom,TRUE
coastal_579.jpg,Modern Minimalist,"blue, white, wood","wood, linen, stainless steel",bright and airy with natural soft light from large windows,calm and serene,"bed, nightstand, floor lamp, ruffled bedspread, blue pillows",open space design with centered bed for emphasis,"A modern minimalist bedroom with a calm and serene atmosphere, featuring a blue color palette, natural lighting, wood accents, linen materials, and a simple layout focusing on the central bed.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_583.jpg,Scandinavian,"white, light wood, blue accent","wood panels, linen, glass",natural light from large windows with white blinds,calm and spacious,"bed, nightstands, floor lamp, pink armchair",open floor plan with bedroom in back corner of house,"This is a bedroom with Scandinavian design featuring white linens, light wood accents and large windows for natural light.",Scandinavian,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_599.jpg,Modern Minimalist,"white, light gray, navy blue","wood, leather, silk",natural soft light from large windows,calm and airy,"sofa, coffee table, floor lamp, large area rug, decorative pillows","open space with central seating area, fireplace acting as a divider between spaces","This modern living room features neutral colors and minimalist design elements, creating an airy and calming atmosphere.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_60.jpg,Scandinavian,"white, beige, light wood","wood, linen, brass",soft natural light from large windows and recessed ceiling lights,calm and bright,"bench seat with throw pillows, bookshelves, dining table, floor lamp, area rug","spacious, open floor plan with seating area near windows",A Scandinavian-style room with a bright and airy feel featuring natural lighting and simple furniture arrangements.,Scandinavian,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_605.jpg,Scandinavian,"white, beige, light wood","wood, linen, metal",natural soft light from large windows and a skylight,calm and airy,"white armchair, wicker basket, large potted plant, black metal railings, colorful throw pillows",open space with central seating area,"A cozy Scandinavian living room featuring a white armchair, wicker basket, and large potted plant. Black metal railings add contrast to the otherwise light-toned interior.",Scandinavian,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_608.jpg,Modern Minimalist,"white, gray, wood","wood paneling, leather, linen",natural soft light from large windows,calm and airy,"sofa, armchair, coffee table, floor lamp",open space with central seating area,"This is a modern minimalist bunk room interior. The color palette consists of white, gray, and wood. The main materials used are wood paneling for the walls, leather for the chairs, and linen for the bedding. There are large windows allowing natural light to flood in, creating a calm and airy atmosphere. The furniture includes a sofa, armchair, coffee table, and floor lamp.",Minimalist,Calm/Serene,Natural (Window),Living Room,TRUE
coastal_610.jpg,Modern Minimalist,"navy blue, white, teal","wood paneling on walls and ceiling, white bunk bed frame, blue accent pillows",well-lit space with natural light from windows,calm and clean,"bunk beds, white lampshade on lamp, small clock on wall, teal throw blanket","narrow room with white frame bunk beds along one wall, window above bed for natural light","This is a modern minimalist design with a blue color scheme. The space utilizes wood paneling for a warm touch on the walls and ceiling, while the white bunk bed frame keeps the room clean and bright.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
coastal_612.jpg,Modern Minimalist,"white, gray, wood","bamboo, linen, wood",natural soft light from large windows,calm and airy,"queen-sized bed, side tables, floor lamp, throw blanket, bedding",four poster bed in corner of room with sitting area nearby,"This bedroom features a modern, minimalist design with a color palette of white and wood tones. The room is adorned with bamboo accents, linen sheets, and large windows that provide soft, natural light. The four poster bed is the focal point of the space, while side tables hold essential items. A floor lamp offers additional illumination, and a throw blanket adds warmth. The sitting area nearby invites relaxation.",Minimalist,Calm/Serene,Natural (Window),Bedroom,TRUE
